Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL
"RM 2,650,000","Jalan 5/10, Petaling Jaya, Selangor","Listed on Aug 09, 2025 (5d ago)","3,950 sqft (floor),",4 Beds,3 Baths,Completion: 1963,Freehold,https://www.propertyguru.com.my/property-listing/section-5-petaling-jaya-for-sale-by-daniya-subramaniam-42988342
"RM 1,190,000","Jalan Aman Perdana, Kapar, Selangor","Listed on Aug 09, 2025 (5d ago)","5,500 sqft (floor),",5 Beds,5 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/taman-aman-perdana-for-sale-by-jesslyn-seng-60304876
"RM 1,150,000","Jalan Desa 6/8, Bandar Country Homes, Rawang, Selangor","Listed on Aug 09, 2025 (6d ago)","5,775 sqft (floor),",5 Beds,4 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/bungalow-at-bandar-country-homes-for-sale-by-madhuryavalli-karunakaran-42864184
"RM 25,000,000","Jalan Sultan Sir Abdul Samad Dua, Seksyen 9, Shah Alam, Selangor","Listed on Aug 08, 2025 (6d ago)","240,000 sqft (floor),",7 Beds,10 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/bungalow-at-seksyen-9-for-sale-by-norafian-smh-60272866
"RM 3,411,900","Selangor Polo Residency, Kota Damansara, Selangor","Listed on Aug 15, 2025 (5h ago)","11,093 sqft (floor),",6 Beds,6 Baths,Bungalow,,https://www.propertyguru.com.my/property-listing/jalan-polo-10-3-selangor-polo-and-country-club-kota-damansara-pj-auction-date-25th-aug-25-for-sale-by-peter-yap-42913368
"RM 1,050,000","Jalan Cheras Hartamas 10, Batu 9, Cheras, Selangor","Listed on Aug 14, 2025 (19h ago)","2,400 sqft (floor),",5 Beds,5 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/canary-residence-for-sale-by-kk-chia-43027440
"RM 2,980,000","Jalan SS1/24 Kampung Tunku, Kampung Tunku, Petaling Jaya, Selangor","Listed on Aug 14, 2025 (22h ago)","3,830 sqft (floor),",6 Beds,6 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/ss1-jalan-ss1-24-kampung-tunku-petaling-jaya-for-sale-by-eiden-yeong-60153084
"RM 1,500,000","Jalan Tiga (3), Ampang Jaya, Ampang, Selangor","Listed on Aug 14, 2025 (1d ago)","5,000 sqft",7 Beds,6 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/kemensah-heights-for-sale-by-kay-nizham-60223415
"RM 2,400,000","Bukit Jelutong, Shah Alam, Selangor","Listed on Aug 14, 2025 (1d ago)","3,500 sqft (floor),",5 Beds,5 Baths,Bungalow,,https://www.propertyguru.com.my/property-listing/bungalow-double-storey-jalan-bidai-bukit-jelutong-for-sale-by-reena-sarif-60132681
"RM 3,500,000","Cyberjaya, Selangor","Listed on Aug 14, 2025 (1d ago)","7,796 sqft (floor),",9 Beds,8 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/aspen-garden-residence-for-sale-by-sayani-sarimin-43091587
"RM 2,500,000","Alam Sari, Bangi, Selangor","Listed on Aug 14, 2025 (1d ago)","3,400 sqft (floor),",5 Beds,6 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/2-storey-bungalow-cadence-verdale-alam-sari-bangi-for-sale-by-sayani-sarimin-43046332
"RM 1,500,000","Villa Bistari, Villa Bestari, Gombak, Selangor","Listed on Aug 13, 2025 (1d ago)","6,000 sqft (floor),",7 Beds,8 Baths,Completion: 2007,,https://www.propertyguru.com.my/property-listing/bungalow-cantik-fully-reno-gombak-for-sale-by-adam-sufri-60230038
"RM 2,800,000","Seksyen 11, Shah Alam, Selangor","Listed on Aug 13, 2025 (1d ago)","6,649 sqft (floor),",7 Beds,6 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/prestige-privacy-exclusive-bungalow-in-seksyen-11-shah-alam-for-sale-by-fazie-noor-42557543
"RM 1,298,000","Jalan KB1/9A, Kampung Baru Balakong, Balakong, Selangor","Listed on Aug 13, 2025 (2d ago)","3,417 sqft (floor),",7 Beds,3 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/double-storey-bungalow-kampung-baru-balakong-for-sale-by-lim-beng-kian-42898640
"RM 3,200,000","Setia Alam, Selangor","Listed on Aug 13, 2025 (2d ago)","5,360 sqft (floor),",8 Beds,8 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/freehold-double-storey-bungalow-casa-callista-setia-alam-for-sale-by-afikah-lwp-500020478
"RM 3,100,000","Jalan Suadaiman, Bandar Tun Hussein Onn, Cheras, Selangor","Listed on Aug 12, 2025 (2d ago)","8,000 sqft (floor),",5 Beds,4 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/bungalow-at-bandar-tun-hussein-onn-for-sale-by-polly-lew-43432983
"RM 2,100,000","Jalan Alam Sari, Bangi, Selangor","Listed on Aug 12, 2025 (3d ago)","3,397 sqft (floor),",4 Beds,5 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/alam-sari-for-sale-by-bilya-ariff-43305361
"RM 2,100,000","Verdale Alam Sari Bangi, Bandar Baru Bangi, Bangi, Selangor","Listed on Aug 12, 2025 (3d ago)","3,397 sqft (floor),",5 Beds,6 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/verdale-alam-sari-for-sale-by-bilya-ariff-40617404
"RM 4,000,000","Lakefront Villa, Cyberjaya, Selangor","Listed on Aug 12, 2025 (3d ago)","7,690 sqft (floor),",7 Beds,8 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/corner-lot-facing-lake-4-storey-bungalow-lakefront-villa-cyberjaya-for-sale-by-yasmin-sulaiman-60352760
"RM 2,280,000","Seksyen 12, Petaling Jaya, Selangor","Listed on Aug 12, 2025 (3d ago)","2,870 sqft (floor),",5 Beds,2 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/lorong-utara-pj-section-12-for-sale-by-anita-sharma-43254150
"RM 3,150,000","Setia Alam, Selangor","Listed on Aug 11, 2025 (3d ago)","3,594 sqft (floor),",5 Beds,6 Baths,Completion: 2022,Freehold,https://www.propertyguru.com.my/property-listing/cora-eco-ardence-for-sale-by-martin-loon-60302989
"RM 5,300,000","Jalan Kelab Tropicana, Petaling Jaya, Selangor","Listed on Aug 11, 2025 (4d ago)","7,990 sqft (floor),",6 Beds,7 Baths,Completion: 1996,Leasehold,https://www.propertyguru.com.my/property-listing/tropicana-golf-country-resort-for-sale-by-vivien-choy-39265386
"RM 4,700,000","Jalan Polo 10, Seksyen 10, Kota Damansara, Selangor","Listed on Aug 11, 2025 (4d ago)","6,000 sqft (floor),",6 Beds,7 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/polo-club-section-10-for-sale-by-vincent-liaw-60157470
"RM 5,500,000","Jalan Pekaka, Seksyen 8, Kota Damansara, Selangor","Listed on Aug 11, 2025 (4d ago)","13,000 sqft (floor),",10 Beds,10 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/section-8-kota-damansara-for-sale-by-vincent-liaw-60157746
"RM 5,300,000","Jalan Rimba Riang 9, Seksyen 9, Kota Damansara, Selangor","Listed on Aug 11, 2025 (4d ago)","11,000 sqft (floor),",8 Beds,7 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/rimba-valley-section-9-for-sale-by-vincent-liaw-60157031
"RM 2,780,000","Persiaran Putra Perdana, Putra Heights, Subang Jaya, Selangor","Listed on Aug 11, 2025 (4d ago)","4,500 sqft (floor),",9 Beds,6 Baths,Completion: 2011,Freehold,https://www.propertyguru.com.my/property-listing/royale-palms-for-sale-by-lai-yk-60349034
"RM 2,800,000","Shah Alam, Selangor","Listed on Aug 10, 2025 (4d ago)","4,360 sqft (floor),",5 Beds,6 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/section-11-for-sale-by-zamri-yusoff-42707195
"RM 3,600,000","jalan tebu, Taman Ampang Hilir, Ampang, Selangor","Listed on Aug 10, 2025 (5d ago)","16,634 sqft (floor),",6 Beds,6 Baths,Completion: 2004,Freehold,https://www.propertyguru.com.my/property-listing/ukay-heights-for-sale-by-alan-lai-30570443
"RM 2,800,000","SS1 Petaling Jaya, SS1, Petaling Jaya, Selangor","Listed on Aug 10, 2025 (5d ago)","3,500 sqft (floor),",5 Beds,4 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/ss1-petaling-jaya-for-sale-by-lim-shu-sim-60249452
"RM 3,300,000","Bukit Jelutong, Shah Alam, Selangor","Listed on Aug 09, 2025 (6d ago)","7,200 sqft (floor),",7 Beds,7 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/jalan-menara-bukit-jelutong-for-sale-by-wan-ch-38407695
"RM 3,650,000","The Villa Serai Saujana Golf and Country Club, Taman Perindustrian Saujana Indah, Saujana, Selangor","Listed on Aug 08, 2025 (6d ago)","4,250 sqft (floor),",5 Beds,5 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/the-villa-serai-saujana-golf-resort-saujana-for-sale-by-jass-goh-43082035
"RM 2,000,000","Seksyen 6, Petaling Jaya, Selangor","Listed on Aug 08, 2025 (6d ago)","2,900 sqft (floor),",7 Beds,4 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-6-petaling-jaya-for-sale-by-khairi-azizi-43361179
"RM 5,500,000","Puchong, Selangor","Listed on Aug 08, 2025 (6d ago)","4,400 sqft (floor),",6 Beds+2,6 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/bandar-kinrara-for-sale-by-carmen-tan-500012329
"RM 1,119,100
Starting from","Sejati Residences, Cyber 9, Cyberjaya, Selangor","Listed on Jul 09, 2025 (1mo ago)","2,267 sqft",5 Beds,5 Baths,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/project/sejati-residences-cyberjaya-for-sale-by-paramount-property-cjaya-sdn-bhd-41437559#5540
"RM 3,189,800
Starting from","The Polo Property Gallery, No 1, Seksyen 10, Jalan Polo 10/1, Kota Damansara, Selangor","Listed on Jul 04, 2025 (1mo ago)","4,155 sqft",6 Beds,6 Baths,Completion: 2025,Leasehold,https://www.propertyguru.com.my/property-listing/project/polofield-residences-for-sale-by-mayang-tiasa-sdn-bhd-40856472#5622
"RM 2,155,000
Starting from","Setia Ecohill, Semenyih, Selangor","Listed on Jun 24, 2025 (1mo ago)","3,531 sqft",3 Beds,3 Baths,Completion: 2024,Freehold,https://www.propertyguru.com.my/property-listing/project/reineville-for-sale-by-setia-ecohill-sdn-bhd-38410080#4985
"RM 1,760,000
Starting from","Bukit Permata, Sri Gombak, Gombak, Selangor","Listed on May 21, 2025 (2mo ago)","3,898 sqft - 4,058 sqft",6 Beds,6 Baths,Completion: 2028,Freehold,https://www.propertyguru.com.my/property-listing/project/permata-gemma-for-sale-by-cpi-asset-sdn-bhd-43367700#11573
"RM 686,000
Starting from","Bandar Seri Putra, Kajang, Selangor","Listed on Aug 28, 2024 (11mo ago)","7,416 sqft",,,Completion: 2024,Freehold,https://www.propertyguru.com.my/property-listing/project/sebayu-bungalow-plots-phase-4-for-sale-by-united-malayan-land-bhd-42071857#5719
"RM 1,350,000","Taman Pinggiran Putra, 43300 Seri Kembangan, Taman Pinggiran Putra, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (3m ago)","3,200 sqft (floor),",5 Beds,5 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/taman-pinggiran-putra-for-sale-by-yaw-bon-chai-60315672
"RM 2,990,000","Jalan Sri Tasik Timur 8, Cyberjaya, Selangor","Listed on Aug 15, 2025 (7m ago)","5,700 sqft (floor),",6 Beds,7 Baths,Completion: 2010,Freehold,https://www.propertyguru.com.my/property-listing/perdana-lakeview-east-for-sale-by-ilman-nahri-60366137
"RM 1,280,000","Jalan Baru Caves, Selayang, Selangor","Listed on Aug 15, 2025 (8m ago)","5,068 sqft (floor),",5 Beds+1,5 Baths,Completion: 2012,Leasehold,https://www.propertyguru.com.my/property-listing/tiara-residences-for-sale-by-jack-lai-500026699
"RM 5,380,000","Jalan Canselor U1/13A, Seksyen U1, Glenmarie, Selangor","Listed on Aug 15, 2025 (14m ago)","6,538 sqft (floor),",5 Beds+1,5 Baths,Completion: 2007,Freehold,https://www.propertyguru.com.my/property-listing/glenmarie-residences-for-sale-by-darren-ng-500026655
"RM 2,700,000","Jalan Pulau Angsa U10/6, Shah Alam, Selangor","Listed on Aug 15, 2025 (14m ago)","4,700 sqft (floor),",6 Beds+1,7 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/perdana-heights-for-sale-by-amzar-faiz-500024908
"RM 9,200,000","Bukit Gasing, Petaling Jaya, Selangor","Listed on Aug 15, 2025 (31m ago)","11,765 sqft (floor),",6 Beds,8 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/bukit-gasing-petaling-jaya-for-sale-by-mahirah-500026527
"RM 8,700,000","Jalan Setia Tropika U13/20, Setia Eco Park, Setia Eco Park, Setia Alam, Selangor","Listed on Aug 15, 2025 (32m ago)","10,000 sqft (floor),",10 Beds,10 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/setia-eco-park-for-sale-by-valesca-tee-60178787
"RM 4,800,000","Puchong, Selangor","Listed on Aug 15, 2025 (32m ago)","8,000 sqft (floor),",4 Beds+1,5 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/bandar-kinrara-for-sale-by-kelly-ang-500026604
"RM 1,900,000","Seksyen 4, Petaling Jaya, Selangor","Listed on Aug 15, 2025 (47m ago)","2,800 sqft (floor),",5 Beds,4 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/bungalow-at-seksyen-4-for-sale-by-raveen-sellaiah-60366027
"RM 3,000,000","Bandar Sungai Long, Selangor","Listed on Aug 15, 2025 (1h ago)","5,195 sqft (floor),",6 Beds,6 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/desa-permai-bandar-sungai-long-for-sale-by-shanny-tan-39086190
"RM 2,350,000","Jalan Shahbandar 11/5, Bandar Mahkota Cheras, Cheras, Selangor","Listed on Aug 15, 2025 (1h ago)","6,000 sqft (floor),",7 Beds,6 Baths,Completion: 2010,Freehold,https://www.propertyguru.com.my/property-listing/section-6-for-sale-by-mohd-fhati-abd-azait-60365924
"RM 4,500,000","Bandar Baru Bangi, Bangi, Selangor","Listed on Aug 15, 2025 (1h ago)","6,000 sqft (floor),",7 Beds,6 Baths,Bungalow,Leasehold,https://www.propertyguru.com.my/property-listing/bangi-golf-resort-bungalow-with-12-5k-sqft-land-size-for-sale-by-jay-go-43441080
"RM 2,600,000","Jalan 17/2, Seksyen 17, Seksyen 17, Petaling Jaya, Selangor","Listed on Aug 15, 2025 (1h ago)","2,500 sqft (floor),",5 Beds,3 Baths,Bungalow,Freehold,https://www.propertyguru.com.my/property-listing/seksyen-17-petaling-jaya-for-sale-by-ong-sk-60365862
