Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Tenure,URL,Facilities
"RM 890,000","Telok Panglima Garang, Selangor","2-storey Terraced House For Sale, listed 14 minutes ago","2,603",4,4,Leasehold,https://www.mudah.my/murah-corner-lot-double-storey-22x75-chimes-bandar-rimbayu-tpg-107158706.htm,"Parking, Security, Playground, Jogging Track"
"RM 598,000","Setia Alam, Selangor","2-storey Terraced House For Sale, listed 14 minutes ago","1,170",4,3,Freehold,https://www.mudah.my/murah-double-storey-setia-impian-2-setia-alam-semi-furnished-108477270.htm,"Parking, Security, Playground, Jogging Track"
"RM 900,000","Shah Alam, Selangor","2-storey Terraced House For Sale, listed 15 minutes ago","2,600",4,4,Freehold,https://www.mudah.my/renovated-double-storey-jalan-jeriji-bukit-jelutong-109127685.htm,"Parking, Security, Playground, Barbeque area, Jogging Track"
"RM 650,000","Ampang, Selangor","2-storey Terraced House For Sale, listed 15 minutes ago",960,3,3,Leasehold,https://www.mudah.my/rumah-cantik-16x60-renovated-2-storey-terrace-taman-kosas-ampang-110360303.htm,Parking
"RM 530,000","Kajang, Selangor","2-storey Terraced House For Sale, listed 15 minutes ago","1,300",4,3,Freehold,https://www.mudah.my/new-refurbished-double-storey-taman-kajang-prima-kajang-near-school-111149378.htm,Timeout
"RM 1,218,000","Kota Kemuning, Selangor","Zero-Lot Bungalow For Sale, listed 15 minutes ago","3,407",5,5,Leasehold,https://www.mudah.my/2-storey-zero-lot-bungalow-kemuning-residence-kota-kemuning-shah-a-108645102.htm,"Security, Swimming Pool, Playground, Club house"
"RM 1,450,000","Bukit Jelutong, Selangor","2-storey Terraced House For Sale, listed 15 minutes ago","4,700",5,4,Freehold,https://www.mudah.my/2storey-terrace-corner-lot-in-jalan-kubah-bukit-jelutong-shah-alam-111272174.htm,Timeout
"RM 3,980,000","Shah Alam, Selangor","Bungalow House For Sale, listed 15 minutes ago","15,715",6,6,Leasehold,https://www.mudah.my/2storey-bungalow-kgsaas-green-meadow-seksyen-13-shah-alam-109858305.htm,Security
"RM 440,000","Sepang, Selangor","Semi-Detached House For Sale, listed 16 minutes ago","2,310",3,2,Leasehold,https://www.mudah.my/semi-d-sepang-open-facing-untuk-dijual-111285755.htm,"Parking, Playground"
"RM 630,000","Dengkil, Selangor","2-storey Terraced House For Sale, listed 16 minutes ago","2,217",4,3,Leasehold,https://www.mudah.my/end-lot-open-facing-taman-intan-dengkil-for-sale-111285752.htm,Timeout
"RM 450,000","Klang, Selangor","2-storey Terraced House For Sale, listed 16 minutes ago","1,750",4,3,Freehold,https://www.mudah.my/rumah-cantik-fully-reno-deposit-rendah-kampung-jawa-klang-109570375.htm,Timeout
"RM 2,200,000","Shah Alam, Selangor","Semi-Detached House For Sale, listed 16 minutes ago","4,100",6,6,Freehold,https://www.mudah.my/below-marketsemi-d-with-lift-fully-furnished-bukit-jelutong-shah-alam-107800295.htm,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Jogging Track"
"RM 880,000","Kajang, Selangor","2-storey Terraced House For Sale, listed 16 minutes ago","2,800",6,3,Freehold,https://www.mudah.my/renovated-corner-lot-2-storey-terrace-house-bandar-seri-putra-bangi-111285750.htm,Timeout
"RM 530,000","Setia Alam, Selangor","2-storey Terraced House For Sale, listed 16 minutes ago","1,170",4,3,Freehold,https://www.mudah.my/freehold-below-market-value-2-storey-house-setia-impian-3-setia-alam-111285708.htm,Timeout
"RM 650,000","Klang, Selangor","3-storey Terraced House For Sale, listed 16 minutes ago","1,220",5,5,Freehold,https://www.mudah.my/taman-sejati-sentosa-klang-3-storey-super-below-market-price-for-sale-111285701.htm,"Parking, Playground, Barbeque area, Minimart, Jogging Track"
"RM 1,370,000","Bukit Jelutong, Selangor","2-storey Terraced House For Sale, listed 16 minutes ago","3,138",6,6,Freehold,https://www.mudah.my/facing-open-renovated-double-storey-superlink-lagenda-2-bukit-jeluton-110372740.htm,"Parking, Security, Playground, Barbeque area, Jogging Track"
"RM 450,000","Semenyih, Selangor","2-storey Terraced House For Sale, listed 17 minutes ago","1,800",4,3,Freehold,https://www.mudah.my/booking-1k-double-storey-taman-pelangi-semenyih-1-109955842.htm,Security
"RM 435,000","Klang, Selangor","2-storey Terraced House For Sale, listed 19 minutes ago","2,200",4,4,Freehold,https://www.mudah.my/klang-4xxk-freehold-double-storey-landed-111285741.htm,"Parking, Playground"
"RM 2,200,000","Petaling Jaya, Selangor","Bungalow House For Sale, listed 19 minutes ago","4,500",6,4,Leasehold,https://www.mudah.my/2-storey-bungalow-seksyen-14-petaling-jaya-111285738.htm,Timeout
"RM 1,300,000","Cyberjaya, Selangor","3-storey Terraced House For Sale, listed 19 minutes ago","1,540",5,4,Freehold,https://www.mudah.my/termurah-the-mulia-residence-jalan-mulia-2-2-cyber-10-cyberjaya-111050302.htm,"Parking, Security, Swimming Pool, Playground, Multipurpose hall, Club house"
"RM 450,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 20 minutes ago","1,400",4,3,Freehold,https://www.mudah.my/freehold-renovated-2-storey-terrace-jejarum-bukit-sentosa-rawang-111130777.htm,Parking
"RM 530,000","Kajang, Selangor","2-storey Terraced House For Sale, listed 20 minutes ago","1,800",4,3,Leasehold,https://www.mudah.my/low-deposit-guarded-facing-open-2-storey-taman-sri-kenari-kajang-110365754.htm,Security
"RM 455,000","Ampang, Selangor","2-storey Terraced House For Sale, listed 20 minutes ago",770,2,2,Leasehold,https://www.mudah.my/booking-rm1k-rumah-cantik-2-storey-terrace-taman-rasmi-jaya-ampang-110246898.htm,Parking
"RM 850,000","Bangi, Selangor","2-storey Terraced House For Sale, listed 20 minutes ago","1,965",4,4,Freehold,https://www.mudah.my/flexi-book-brand-new-2-storey-semi-d-linked-caressa-setia-alamsari-108681673.htm,"Parking, Security, Playground"
"RM 399,000","Bangi, Selangor","2-storey Terraced House For Sale, listed 21 minutes ago","2,590",4,4,Freehold,https://www.mudah.my/paling-murah-100-full-loan-cashback-up-to-50k-bulanan-1-9k-107753200.htm,"Parking, Security, Lift, Swimming Pool, Playground, Sauna, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 501,000","Puchong, Selangor","2-storey Terraced House For Sale, listed 21 minutes ago","3,490",4,4,Freehold,https://www.mudah.my/serious-buyer-only-46-special-offer-puchong-monthly-2k-only-103769101.htm,"Parking, Security, Swimming Pool, Playground, Barbeque area, Minimart, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 509,000","Bangi, Selangor","2-storey Terraced House For Sale, listed 21 minutes ago","3,598",4,4,Freehold,https://www.mudah.my/owner-berhijrah-diskaun-48-bumi-lot-bulanan-2k-sahaja-103698965.htm,"Parking, Security, Swimming Pool, Playground, Barbeque area, Minimart, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 427,000","Shah Alam, Selangor","2-storey Terraced House For Sale, listed 23 minutes ago","1,600",4,4,Freehold,https://www.mudah.my/shah-alam-rimbayu-20-x-70-freehold-last-2-unit-111245401.htm,"Parking, Playground"
"RM 320,400","Batang Kali, Selangor","New Terraced House For Sale, listed 24 minutes ago",869,3,2,Freehold,https://www.mudah.my/rumah-teres-setingkat-batang-kali-selangor-109489078.htm,Parking
"RM 530,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 25 minutes ago","1,800",4,3,Leasehold,https://www.mudah.my/25x75-2-storey-terrace-amoda-saujana-bandar-country-homes-rawang-110984240.htm,Timeout
"RM 500,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 25 minutes ago","1,350",4,3,Freehold,https://www.mudah.my/double-storey-terrace-end-lot-desa-7-bandar-country-homes-rawang-106505098.htm,Timeout
"RM 470,000","Semenyih, Selangor","2-storey Terraced House For Sale, listed 2 days ago","1,600",4,3,Freehold,https://www.mudah.my/rumah-untuk-dijual-di-beranang-ulu-langat-111248827.htm,"Parking, Security"
"RM 680,000","Ampang, Selangor","New 2-storey Terraced House For Sale, listed 5 days ago","1,700",4,3,Freehold,https://www.mudah.my/rumah-baru-terhad-2storey-freehold-ampang-hulu-langat-bumi-only-111221370.htm,"Parking, Security, Playground, Minimart"
"RM 618,000","Puchong, Selangor","2-storey Terraced House For Sale, listed 21 Apr","1,400",4,3,Freehold,https://www.mudah.my/freehold-20-x70-2-storey-house-taman-puchong-tekali-110922907.htm,"Parking, Security, Playground"
"RM 415,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 25 minutes ago","1,885",4,3,Leasehold,https://www.mudah.my/2-sty-terrace-house-m-residence-2-bandar-tasik-puteri-rawang-79935309.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Tennis Court, Squash Court"
"RM 540,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 25 minutes ago","2,280",4,4,Freehold,https://www.mudah.my/20x80-2sty-terrace-house-m-residence-bandar-tasik-puteri-rawang-76878406.htm,"Security, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track"
"RM 430,000","Serdang, Selangor","2-storey Terraced House For Sale, listed 26 minutes ago","1,100",2,1,Freehold,https://www.mudah.my/below-market-2sty-tmn-bukit-serdang-seksyen-3-nearby-olive-hill-110887955.htm,Playground
"RM 459,000","Shah Alam, Selangor","2-storey Terraced House For Sale, listed 26 minutes ago","2,000",5,3,Leasehold,https://www.mudah.my/full-loan-22x60-4r3b-free-legal-1-aircond-kebun-baru-shah-alam-sek-30-105329156.htm,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track"
"RM 401,000","Shah Alam, Selangor","1-storey Terraced House For Sale, listed 26 minutes ago","1,450",4,2,Leasehold,https://www.mudah.my/full-loan-rebat-40k-4r2b-baru-20x72-jln-kebun-shah-alam-rimbayu-sek29-83216675.htm,"Parking, Security, Playground, Minimart, Jogging Track"
"RM 330,000","Shah Alam, Selangor","2-storey Terraced House For Sale, listed 27 minutes ago",840,2,3,Freehold,https://www.mudah.my/low-cost-murah-hot-area-2sty-teres-seksyen-25-taman-sri-muda-110492197.htm,Timeout
"RM 499,999","Kajang, Selangor","Terraced House For Sale, listed 28 minutes ago","1,540",4,3,Freehold,https://www.mudah.my/kajang-sungai-jelok-freehold-22-x-75-double-storey-terrace-111275046.htm,Timeout
"RM 970,000","Rawang, Selangor","3-storey Terraced House For Sale, listed 31 minutes ago","2,132",4,4,Leasehold,https://www.mudah.my/2132-sf-3-storey-superlink-amaryllis-tamansari-anggun-rawang-106294676.htm,Timeout
"RM 499,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 31 minutes ago","2,238",4,3,Leasehold,https://www.mudah.my/2238-sf-2-sty-terrace-end-lot-bandar-tasik-puteri-acacia-rawang-104916533.htm,Timeout
"RM 450,000","Kajang, Selangor","2-storey Terraced House For Sale, listed 31 minutes ago","1,400",4,3,Freehold,https://www.mudah.my/bandar-teknologi-kajang-freehold-below-market-double-storey-house-111204356.htm,Timeout
"RM 718,000","Kajang, Selangor","2-storey Terraced House For Sale, listed 31 minutes ago","2,516",4,3,Leasehold,https://www.mudah.my/sungai-chua-taman-semarak-37x68-extend-corner-double-storey-house-110897906.htm,Timeout
"RM 310,000","Salak Tinggi, Selangor","Terraced House For Sale, listed 32 minutes ago","1,300",3,2,Leasehold,https://www.mudah.my/end-lot-1-storey-terrace-taman-seroja-bandar-baru-salak-tinggi-sepang-109305717.htm,Timeout
"RM 340,000","Telok Panglima Garang, Selangor","1-storey Terraced House For Sale, listed 35 minutes ago","1,300",3,2,Freehold,https://www.mudah.my/nego-single-storey-taman-dato-hormat-telok-panglima-garang-for-sale-110100068.htm,"Parking, Playground, Jogging Track"
"RM 1,060,000","Cyberjaya, Selangor","2-storey Terraced House For Sale, listed 35 minutes ago","2,963",4,4,Freehold,https://www.mudah.my/liu-li-garden-setia-eco-glades-cyberjaya-with-huge-land-area-111272048.htm,"Security, Swimming Pool"
"RM 1,250,000","Shah Alam, Selangor","2-storey Terraced House For Sale, listed 35 minutes ago","3,115",4,4,Freehold,https://www.mudah.my/spacious-angular-2storey-superlink-laman-glenmarie-109857571.htm,Security
"RM 780,000","Bandar Bukit Raja, Selangor","Semi-Detached House For Sale, listed 37 minutes ago","2,660",4,2,Freehold,https://www.mudah.my/for-sale-non-flood-tip-top-fully-reno-ext-mutiara-bukit-raja-klang-111285577.htm,Timeout
"RM 925,000","Bandar Bukit Raja, Selangor","Semi-Detached House For Sale, listed 37 minutes ago","2,800",4,3,Freehold,https://www.mudah.my/for-sale-mutiara-bukit-raja-klang-40x70-semi-d-fully-ext-reno-furnish-111285575.htm,Timeout
"RM 2,100,000","Telok Panglima Garang, Selangor","Semi-Detached House For Sale, listed 37 minutes ago","3,230",6,5,Leasehold,https://www.mudah.my/for-sale-grandezza-eco-sanctuary-fully-reno-furnished-good-condition-111285574.htm,Timeout
"RM 620,000","Puncak Alam, Selangor","2-storey Terraced House For Sale, listed 37 minutes ago","1,635",4,3,Leasehold,https://www.mudah.my/for-sale-graham-eco-grandeur-puncak-alam-facing-open-reno-kitchen-ext-111285573.htm,Timeout
"RM 1,700,000","Kota Kemuning, Selangor","Semi-Detached House For Sale, listed 37 minutes ago","3,060",6,6,Freehold,https://www.mudah.my/for-sale-below-market-monterey-eco-sanctuary-good-condition-furnished-111285571.htm,Timeout
"RM 980,000","Port Klang, Selangor","Semi-Detached House For Sale, listed 37 minutes ago","3,600",5,5,Freehold,https://www.mudah.my/termurah-renovated-2-storey-semi-d-house-glenmarie-cove-port-klang-109739657.htm,"Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track"
"RM 600,000","Balakong, Selangor","2-storey Terraced House For Sale, listed 37 minutes ago","1,611",4,3,Leasehold,https://www.mudah.my/kitchen-renovate-taman-putra-budiman-balakong-for-sale-110395583.htm,"Parking, Security, Barbeque area, Minimart, Jogging Track"
"RM 588,000","Bangi, Selangor","2-storey Terraced House For Sale, listed 37 minutes ago","2,143",4,3,Freehold,https://www.mudah.my/murah-double-storey-type-acacia-serene-heights-bangi-110382206.htm,Security
"RM 599,000","Bangi, Selangor","Semi-Detached House For Sale, listed 37 minutes ago","2,700",4,3,Freehold,https://www.mudah.my/semi-d-double-storey-bm6-bandar-bukit-mahkota-bangi-facing-open-110885960.htm,Security
"RM 430,000","Semenyih, Selangor","2-storey Terraced House For Sale, listed 38 minutes ago","1,548",4,3,Freehold,https://www.mudah.my/termurah-double-storey-rafflesia-taman-pelangi-semenyih-2-110900494.htm,Security
"RM 310,000","Bangi, Selangor","1-storey Terraced House For Sale, listed 38 minutes ago","1,100",3,2,Freehold,https://www.mudah.my/termurah-single-storey-bandar-bukit-mahkota-bangi-111014436.htm,Timeout
"RM 499,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 39 minutes ago","1,540",4,3,Leasehold,https://www.mudah.my/22x70-2-sty-terrace-house-desa-sri-bayu-tun-teja-batu-16-rawang-110194130.htm,"Parking, Security, Playground, Minimart"
"RM 475,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 39 minutes ago","1,260",4,3,Freehold,https://www.mudah.my/limited-2-sty-terrace-m-residence-1-bandar-tasik-puteri-rawang-105919268.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track"
"RM 770,000","Seri Kembangan, Selangor","2-storey Terraced House For Sale, listed 40 minutes ago","1,800",4,3,Leasehold,https://www.mudah.my/2-storey-house-24x70sf-taman-prima-tropika-behind-mrt-111285657.htm,"Parking, Security, Playground, Jogging Track"
"RM 310,000","Semenyih, Selangor","1-storey Terraced House For Sale, listed 40 minutes ago","1,430",3,2,Freehold,https://www.mudah.my/booking-1k-nego-near-masjid-1-storey-seksyen-2-bandar-rinching-111178589.htm,Timeout
"RM 750,000","Ampang, Selangor","2-storey Terraced House For Sale, listed 40 minutes ago","1,300",4,3,Leasehold,https://www.mudah.my/deposit-flexible-nego-cantik-double-taman-nirwana-ampang-109815677.htm,Timeout
"RM 460,000","Ampang, Selangor","3-storey Terraced House For Sale, listed 40 minutes ago","1,600",3,2,Leasehold,https://www.mudah.my/booking-1k-facing-open-3-storey-taman-muda-ampang-108994331.htm,Timeout
"RM 448,000","Kapar, Selangor","1-storey Terraced House For Sale, listed 41 minutes ago","1,400",4,2,Freehold,https://www.mudah.my/full-loan-cash-back-never-flood-1-sty-mutiara-bukit-raja-2-klang-111285649.htm,Timeout
"RM 298,000","Semenyih, Selangor","Bungalow House For Sale, listed 42 minutes ago","2,067",4,2,Freehold,https://www.mudah.my/kerajaan-lppsa-loan-rumah-bungalow-with-clubhouse-107053098.htm,"Parking, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house"
"RM 400,000","Kajang, Selangor","2-storey Terraced House For Sale, listed 42 minutes ago","1,215",4,3,Freehold,https://www.mudah.my/renovated-extended-lowcost-2-storey-4r3br-taman-villa-heights-2-kajang-111107110.htm,"Parking, Security"
"RM 3,030,000","Cheras, Selangor","Bungalow House For Sale, listed 42 minutes ago","7,728",8,9,Freehold,https://www.mudah.my/luxury-swimming-pool-freehold-banglo-avenue-6-bandar-tun-hussein-onn-111102504.htm,"Parking, Security, Swimming Pool, Playground, Club house"
"RM 650,000","Kajang, Selangor","2-storey Terraced House For Sale, listed 42 minutes ago","1,970",4,3,Freehold,https://www.mudah.my/freehold-renovated-nego-calm-double-storey-4r3br-taman-puncak-saujana-111277179.htm,"Parking, Security"
"RM 429,000","Shah Alam, Selangor","2-storey Terraced House For Sale, listed 42 minutes ago","1,300",4,3,Freehold,https://www.mudah.my/paling-murah-freehold-20x60-4bedrooms-2sty-10k-earlybird-111171254.htm,"Parking, Playground, Minimart, Jogging Track"
"RM 550,000","Bangi, Selangor","2-storey Terraced House For Sale, listed 42 minutes ago","2,002",4,3,Freehold,https://www.mudah.my/freehold-cheapest-facing-open-double-storey-taman-vista-emas-bangi-111100380.htm,"Parking, Playground"
"RM 550,000","Bangi, Selangor","2-storey Terraced House For Sale, listed 42 minutes ago","2,000",4,4,Freehold,https://www.mudah.my/freehold-below-market-non-bumi-2-storey-terrace-bangi-avenue-2-bangi-111100206.htm,"Parking, Security, Playground"
"RM 550,000","Semenyih, Selangor","2-storey Terraced House For Sale, listed 4 days ago","1,555",4,3,Freehold,https://www.mudah.my/luxury-freehold-termurah-2-storey-link-house-eco-forest-semenyih-111105318.htm,"Parking, Security, Playground, Barbeque area, Jogging Track, Tennis Court, Squash Court"
"RM 435,000","Klang, Selangor","1-storey Terraced House For Sale, listed 1 week ago","1,600",3,2,Freehold,https://www.mudah.my/1-storey-terrace-house-off-jalan-tepi-sungai-tmn-sri-mewah-teluk-pulai-111190769.htm,Parking
"RM 1,100,000","Klang, Selangor","2-storey Terraced House For Sale, listed 3 days ago","2,940",4,3,Freehold,https://www.mudah.my/facing-parking-corner-lot-below-market-bandar-bukit-raja-klang-persada-111235729.htm,Timeout
"RM 850,000","Kajang, Selangor","Semi-Detached House For Sale, listed 43 minutes ago","3,300",5,6,Freehold,https://www.mudah.my/cheapest-fully-furnished-5r6br-semi-d-42-x75-bandar-teknologi-kajang-111072900.htm,"Parking, Security"
"RM 380,000","Puchong, Selangor","2-storey Terraced House For Sale, listed 43 minutes ago","1,200",3,2,Leasehold,https://www.mudah.my/flexi-book-facing-open-murah-2-storey-taman-puchong-perdana-selangor-110470642.htm,Parking
"RM 650,000","Klang, Selangor","Terraced House For Sale, listed 44 minutes ago","1,870",4,3,Freehold,https://www.mudah.my/taman-gembira-happy-garden-klang-110934411.htm,"Parking, Minimart, Multipurpose hall"
"RM 369,000","Shah Alam, Selangor","1-storey Terraced House For Sale, listed 46 minutes ago","1,781",4,2,Leasehold,https://www.mudah.my/rmh-baru-0-depo-cashback-21k-19x94-4r2b-kebun-baru-jln-sukepi-jenjarum-103827270.htm,"Parking, Security, Playground, Minimart, Jogging Track"
"RM 379,000","Shah Alam, Selangor","2-storey Terraced House For Sale, listed 46 minutes ago","1,170",3,2,Leasehold,https://www.mudah.my/full-loan-cash-back-20k-1-5-sty-seks-30-shah-alam-5m-sk-jln-kebun-baru-103544553.htm,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track"
"RM 518,000","Klang, Selangor","2-storey Terraced House For Sale, listed 46 minutes ago","1,750",5,4,Freehold,https://www.mudah.my/full-loan-2-sty-22x55-5r4b-freehold-open-title-free-spa-mot-meru-klang-97400021.htm,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track"
"RM 1,800,000","Bangi, Selangor","Bungalow House For Sale, listed 46 minutes ago","8,500",5,6,Freehold,https://www.mudah.my/bungalow-freehold-8500-sqft-banyan-close-bandar-bukit-mahkota-bangi-107540044.htm,"Parking, Security, Playground, Barbeque area, Minimart"
"RM 462,000","Kota Kemuning, Selangor","Semi-Detached House For Sale, listed 46 minutes ago","3,116",3,2,Leasehold,https://www.mudah.my/semi-d-besar-38x82-3r2b-0-depo-free-spa-kemuning-south-bentara-rimbayu-102846041.htm,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track"
"RM 386,000","Telok Panglima Garang, Selangor","1-storey Terraced House For Sale, listed 46 minutes ago","1,880",4,2,Freehold,https://www.mudah.my/full-loan-20x94-4r2b-cash-back-28k-tmn-bentara-kebun-baru-tepi-skve-101461314.htm,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track"
"RM 337,000","Klang, Selangor","1-storey Terraced House For Sale, listed 47 minutes ago","1,200",3,2,Leasehold,https://www.mudah.my/full-loan-rebat-5-20x60-3r2b-open-title-jln-kapar-klang-bt-7-perepat-102350117.htm,"Parking, Security, Playground, Minimart, Jogging Track"
"RM 499,000","Klang, Selangor","2-storey Terraced House For Sale, listed 47 minutes ago","1,478",4,3,Freehold,https://www.mudah.my/full-loan-10k-cash-back-freehold-20x61-rantau-panjang-free-all-legal-94322975.htm,"Parking, Security, Playground, Minimart, Jogging Track"
"RM 401,000","Kota Kemuning, Selangor","1-storey Terraced House For Sale, listed 47 minutes ago","1,450",4,2,Leasehold,https://www.mudah.my/pemaju-full-loan-rebat-47k-free-spa-jln-kebun-kemuning-rimbayu-sek-29-82123932.htm,Minimart
"RM 378,000","Klang, Selangor","1-storey Terraced House For Sale, listed 47 minutes ago","1,414",4,3,Freehold,https://www.mudah.my/full-loan-free-all-legal-18x78-4r3b-freehold-meru-jln-iskandar-klang-108978614.htm,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track"
"RM 369,000","Klang, Selangor","1-storey Terraced House For Sale, listed 47 minutes ago","1,400",4,2,Freehold,https://www.mudah.my/full-loan-25k-cash-back-free-spa-mot-20x70-4r2b-freehold-bkt-kapar-wce-106369580.htm,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track"
"RM 299,000","Klang, Selangor","1-storey Terraced House For Sale, listed 48 minutes ago","1,280",4,2,Freehold,https://www.mudah.my/0-depo-full-loan-free-spa-mot-20x64-4r2b-1-tgt-baru-pulau-indah-klang-109513629.htm,"Parking, Security, Playground, Minimart, Jogging Track"
"RM 408,000","Puchong, Selangor","1-storey Terraced House For Sale, listed 48 minutes ago","1,518",4,2,Leasehold,https://www.mudah.my/pemaju-10-off-0-depo-20x64-fully-built-kg-lombong-dkt-tmn-mas-puchong-105329153.htm,"Parking, Security, Playground, Minimart, Jogging Track"
"RM 620,000","Bangi, Selangor","3-storey Terraced House For Sale, listed 49 minutes ago","3,214",7,7,Freehold,https://www.mudah.my/deposit-flexible-nego-bare-unit-3-storey-bangi-avenue-3-seksyen-7-111236943.htm,"Parking, Security, Playground"
"RM 650,000","Ampang, Selangor","2-storey Terraced House For Sale, listed 49 minutes ago","2,300",4,3,Freehold,https://www.mudah.my/deposit-flexible-freehold-facing-open-2-storey-pinggiran-ukay-ampang-111076863.htm,Timeout
"RM 820,000","Klang, Selangor","2.5-storey Terraced House For Sale, listed 51 minutes ago","2,700",5,3,Freehold,https://www.mudah.my/2-5-storey-freehold-bandar-bukit-tinggi-1-klang-renovated-for-sale-106682856.htm,Timeout
"RM 599,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 51 minutes ago","1,200",4,3,Freehold,https://www.mudah.my/20x60-double-storey-terrace-house-garland-1-kota-emerald-rawang-106759129.htm,Timeout
"RM 518,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 51 minutes ago","1,350",4,3,Freehold,https://www.mudah.my/18x75-2-storey-terrace-house-bandar-country-homes-desa-7-rawang-101166272.htm,Timeout
"RM 665,000","Rawang, Selangor","2-storey Terraced House For Sale, listed 51 minutes ago","1,719",4,3,Freehold,https://www.mudah.my/22x60-double-storey-terrace-house-kota-emerald-garland-2-rawang-106505311.htm,Timeout
"RM 1,390,000","Rawang, Selangor","Bungalow House For Sale, listed 51 minutes ago","3,959",6,6,Freehold,https://www.mudah.my/cheapest-3-storey-bungalow-kota-emerald-the-rise-rawang-anggun-77641710.htm,"Security, Playground, Minimart, Jogging Track"
