Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Tenure,URL,Facilities
"RM 2,200,000","Taman Tun Dr Ismail, Kuala Lumpur","Semi-Detached House For Sale, listed 3 hours ago","4,136",8,5,Freehold,https://www.mudah.my/3-storey-semi-d-ttdi-kl-laman-cahaya-taman-tun-dr-ismail-kuala-lumpur-111260924.htm,Parking
"RM 575,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 3 hours ago","1,000",3,2,Leasehold,https://www.mudah.my/2-storey-house-cheras-indah-fully-renovated-n-extend-100-loan-110447899.htm,Timeout
"RM 1,330,000","Salak Selatan, Kuala Lumpur","3-storey Terraced House For Sale, listed 3 hours ago","3,062",5,4,Freehold,https://www.mudah.my/3-sty-house-at-seri-mutiara-salak-south-sri-petaling-24x70-sungai-besi-108144878.htm,Timeout
"RM 758,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 3 hours ago","1,800",4,3,Leasehold,https://www.mudah.my/2-storey-house-alam-damai-damai-murni-24x75-100-loan-110447743.htm,Timeout
"RM 1,199,000","Kepong, Kuala Lumpur","2-storey Terraced House For Sale, listed 3 hours ago","1,539",4,3,Leasehold,https://www.mudah.my/kepong-taman-usahawan-2-sty-superlink-for-sale-near-manjalara-ldp-mrr2-111283335.htm,"Parking, Security, Playground, Barbeque area, Jogging Track"
"RM 630,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 3 hours ago","1,200",4,2,Freehold,https://www.mudah.my/2-sty-terrace-cheras-utama-111283300.htm,Timeout
"RM 548,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 3 hours ago","1,540",3,2,Leasehold,https://www.mudah.my/1-storey-house-taman-maju-jaya-reno-22x70-100-loan-pandan-indah-108725824.htm,Timeout
"RM 530,000","Wangsa Maju, Kuala Lumpur","2-storey Terraced House For Sale, listed 3 hours ago","1,300",4,2,Freehold,https://www.mudah.my/renovated-extend-2-storey-terrace-house-wangsa-ceria-melawati-kl-111283262.htm,Timeout
"RM 2,700,000","Cheras, Kuala Lumpur","Bungalow House For Sale, listed 3 hours ago","10,334",7,6,Freehold,https://www.mudah.my/with-pool-corner-lot-2-storey-bungalow-taman-bukit-cheras-kl-109727976.htm,"Swimming Pool, Playground"
"RM 7,980,000","Sri Hartamas, Kuala Lumpur","Bungalow House For Sale, listed 3 hours ago","10,400",6,7,Freehold,https://www.mudah.my/land-10-400-sf-bungalow-house-villa-serene-kiara-mont-sri-hartamas-kl-111283446.htm,"Parking, Security, Swimming Pool, Club house"
"RM 738,000","Jalan Ipoh, Kuala Lumpur","3-storey Terraced House For Sale, listed 3 hours ago","3,000",5,4,Freehold,https://www.mudah.my/move-in-ready-bank-aeon-school-in-5min-22min-2-kepong-jln-ipoh-111253027.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track"
"RM 1,630,000","Bangsar, Kuala Lumpur","2-storey Terraced House For Sale, listed 4 hours ago","1,650",4,3,Freehold,https://www.mudah.my/2sty-house-at-bukit-bandaraya-bangsar-terasek-22x75-below-market-pric-109994906.htm,Timeout
"RM 2,660,000","OUG, Kuala Lumpur","Bungalow House For Sale, listed 4 hours ago","5,200",6,6,Freehold,https://www.mudah.my/bungalow-house-at-taman-yarl-oug-old-klang-road-5200sf-renovated-110711148.htm,Timeout
"RM 2,000,000","Taman Melawati, Kuala Lumpur","3-storey Terraced House For Sale, listed 4 hours ago","3,548",5,5,Freehold,https://www.mudah.my/well-maintain-5-beds-3-storey-superlink-sunway-montana-desa-melawati-110368254.htm,"Parking, Security, Playground, Barbeque area, Minimart"
"RM 630,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 4 hours ago","1,800",4,3,Freehold,https://www.mudah.my/2-storey-freehold-18-x-60-non-bumi-taman-melati-setapak-kl-110376688.htm,"Parking, Playground, Minimart"
"RM 900,000","Keramat, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 4 hours ago","2,000",5,3,Leasehold,https://www.mudah.my/20-x70-keramat-permai-au1-2-5-sty-terrace-renovated-setiawangsa-111282920.htm,Timeout
"RM 1,190,000","Wangsa Maju, Kuala Lumpur","3.5-storey Terraced House For Sale, listed 4 hours ago","4,200",8,4,Leasehold,https://www.mudah.my/renovated-3-5-sty-superlink-bukit-wangsamas-wangsa-maju-110310006.htm,"Security, Playground"
"RM 700,000","Taman Melawati, Kuala Lumpur","1-storey Terraced House For Sale, listed 4 hours ago","1,980",3,2,Freehold,https://www.mudah.my/tmn-melawati-freehold-single-storey-terrace-extended-kitchen-1980-sf-110133898.htm,Timeout
"RM 1,360,000","Cheras, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 4 hours ago","3,199",5,4,Freehold,https://www.mudah.my/2-5sty-endlot-house-at-taman-midah-cheras-yulek-1927sf-renovated-111179152.htm,Timeout
"RM 798,000","OUG, Kuala Lumpur","1.5-storey Terraced House For Sale, listed 4 days ago","1,600",4,2,Freehold,https://www.mudah.my/fully-renovated-single-storey-freehold-residence-in-oug-111234350.htm,Timeout
"RM 1,300,000","Kepong, Kuala Lumpur","Terraced House For Sale, listed 1 day ago","3,207",4,3,Leasehold,https://www.mudah.my/taman-ehsan-kepong-corner-lot-newly-renovated-fully-extended-k-l-111271771.htm,"Parking, Jogging Track"
"RM 1,900,000","Gombak, Kuala Lumpur","3-storey Terraced House For Sale, listed 3 days ago","4,000",5,6,Freehold,https://www.mudah.my/rumah-mewah-3-tingkat-eksklusif-gombak-kl-111242241.htm,Timeout
"RM 699,000","Keramat, Kuala Lumpur","2-storey Terraced House For Sale, listed 4 hours ago","1,600",4,3,Leasehold,https://www.mudah.my/open-facing-2-storey-terrace-house-au1a-taman-keramat-permai-kl-109892712.htm,Timeout
"RM 2,800,000","Kepong, Kuala Lumpur","3-storey Terraced House For Sale, listed 4 hours ago","5,000",6,6,Freehold,https://www.mudah.my/3-storey-move-in-condition-unit-for-sale-at-taman-sinar-suria-106885125.htm,"Parking, Security, Playground"
"RM 320,400","Others, Kuala Lumpur","1-storey Terraced House For Sale, listed 4 hours ago",869,3,2,Freehold,https://www.mudah.my/batang-kali-single-storey-freehold-full-loan-111221456.htm,"Parking, Swimming Pool, Playground, Multipurpose hall, Club house, Jogging Track"
"RM 1,750,000","Cheras, Kuala Lumpur","Semi-Detached House For Sale, listed 4 hours ago","3,200",6,6,Leasehold,https://www.mudah.my/semi-d-elite-area-2-5-storey-semi-d-alam-damai-cheras-kl-109897166.htm,"Parking, Security, Playground, Barbeque area, Minimart"
"RM 1,500,000","Ampang, Kuala Lumpur","Semi-Detached House For Sale, listed 4 hours ago","4,550",6,7,Freehold,https://www.mudah.my/freehold-3-storey-semi-d-individual-gated-guarted-17min-to-ampang-111282326.htm,Timeout
"RM 800,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 4 hours ago","1,650",4,3,Freehold,https://www.mudah.my/2sty-house-at-taman-melawati-ampang-22x75-taman-permata-110875775.htm,Timeout
"RM 850,000","Taman Permata, Kuala Lumpur","2-storey Terraced House For Sale, listed 4 hours ago","2,000",5,3,Freehold,https://www.mudah.my/2sty-house-at-taman-permata-wangsa-maju-melawati-22x80-freehold-110554277.htm,Timeout
"RM 880,000","OUG, Kuala Lumpur","2-storey Terraced House For Sale, listed 5 hours ago","1,650",4,3,Freehold,https://www.mudah.my/taman-oug-107166903.htm,Playground
"RM 1,500,000","Bangsar, Kuala Lumpur","2-storey Terraced House For Auction, listed 5 hours ago","1,732",4,2,Freehold,https://www.mudah.my/2-storey-terrace-medan-damansara-5-min-to-damansara-city-mall-111281996.htm,Timeout
"RM 1,500,000","Sentul, Kuala Lumpur","Semi-Detached House For Sale, listed 5 hours ago","1,000",6,7,Freehold,https://www.mudah.my/freehold-kl-semi-d-40-x-90-4-500sf-individual-13min-to-sentul-area-111266637.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 690,000","Keramat, Kuala Lumpur","2-storey Terraced House For Sale, listed 5 hours ago","1,700",4,3,Leasehold,https://www.mudah.my/murah-2-storey-terrace-taman-keramat-permai-kuala-lumpur-109104189.htm,Timeout
"RM 1,950,000","Cheras, Kuala Lumpur","Bungalow House For Sale, listed 5 hours ago","8,364",8,6,Freehold,https://www.mudah.my/cheras-double-storey-bungalow-taman-ferngrove-near-taman-cuepacs-110383862.htm,Timeout
"RM 776,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 5 hours ago","1,500",4,3,Freehold,https://www.mudah.my/freehold-termurah-double-storey-terrace-house-taman-setapak-kl-111281786.htm,Timeout
"RM 400,000","Sentul, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 5 hours ago",800,3,2,Leasehold,https://www.mudah.my/extended-murah-3-storey-taman-sentul-jaya-sentul-kl-111281736.htm,"Parking, Playground, Minimart, Jogging Track"
"RM 1,050,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 5 hours ago","2,100",5,4,Leasehold,https://www.mudah.my/end-lot-rare-unit-2-storey-house-alam-damai-damai-bakti-cheras-kl-110093485.htm,"Parking, Security, Playground, Minimart"
"RM 1,358,888","Sentul, Kuala Lumpur","Bungalow House For Sale, listed 5 hours ago","6,780",7,8,Freehold,https://www.mudah.my/sentul-freehold-bungalow-individual-title-freehold-40-x-80-kl-111209931.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 3,300,000","Taman Melawati, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 5 hours ago","7,700",6,6,Freehold,https://www.mudah.my/taman-melawati-2-5-sty-house-6r-6b-7700-sqf-jalan-h1-freehold-111281437.htm,Timeout
"RM 1,900,000","Ampang, Kuala Lumpur","Semi-Detached House For Sale, listed 5 hours ago","3,600",5,3,Freehold,https://www.mudah.my/freehold-semi-d-double-storey-at-tropika-kemensah-ampang-ulu-klang-111281135.htm,Timeout
"RM 838,000","Setiawangsa, Kuala Lumpur","2-storey Terraced House For Sale, listed 6 hours ago","1,235",3,3,Freehold,https://www.mudah.my/dekat-sekolah-taman-setiawangsa-2sty-terrace-freehold-nr-wangsa-maju-105605490.htm,Playground
"RM 1,190,000","Wangsa Maju, Kuala Lumpur","3.5-storey Terraced House For Sale, listed 6 hours ago","4,200",8,4,Leasehold,https://www.mudah.my/8-beds-bukit-wangsamas-3-5-sty-superlink-4-200sqft-nr-setiawangsa-100885254.htm,"Security, Playground"
"RM 3,627,000","Taman Melawati, Kuala Lumpur","Bungalow House For Sale, listed 6 hours ago","6,005",8,7,Leasehold,https://www.mudah.my/5-671-sf-hamton-kemensah-3-sty-bungalow-brand-new-ampang-110494215.htm,"Security, Lift, Swimming Pool, Playground"
"RM 838,000","Setiawangsa, Kuala Lumpur","2-storey Terraced House For Sale, listed 6 hours ago","1,300",4,3,Freehold,https://www.mudah.my/taman-setiawangsa-2-storey-terrace-house-setiawangsa-kuala-lumpur-107981131.htm,Timeout
"RM 25,000","Pandan Indah, Kuala Lumpur","Others For Sale, listed 6 hours ago",915,3,2,Leasehold,https://www.mudah.my/pandan-indah-duplex-apartment-bunga-raya-pandan-indah-kl-111280875.htm,Timeout
"RM 480,000","Kepong, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 6 hours ago","1,050",3,2,Freehold,https://www.mudah.my/sri-sinar-kepong-extra-long-2-5-storey-freehold-house-for-sell-110428613.htm,Timeout
"RM 570,000","Jalan Ipoh, Kuala Lumpur","Townhouse For Sale, listed 6 hours ago","1,367",3,2,Freehold,https://www.mudah.my/desa-alpha-jalan-ipoh-walking-distend-to-mrt-station-107103951.htm,"Parking, Security"
"RM 650,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 6 hours ago","1,080",4,2,Freehold,https://www.mudah.my/taman-melati-2-sty-house-near-lrt-taman-melati-freehold-111280600.htm,Timeout
"RM 450,000","Segambut, Kuala Lumpur","1-storey Terraced House For Sale, listed 6 hours ago","1,000",3,2,Leasehold,https://www.mudah.my/segambut-single-storey-terrace-house-111280584.htm,Timeout
"RM 2,150,000","Taman Melawati, Kuala Lumpur","Bungalow House For Sale, listed 6 hours ago","5,737",5,6,Freehold,https://www.mudah.my/fully-renovated-bungalow-kemensah-heights-ampang-taman-melawati-111017307.htm,"Parking, Security, Swimming Pool, Barbeque area, Multipurpose hall, Jogging Track"
"RM 3,050,000","Taman Melawati, Kuala Lumpur","Twin Villas For Sale, listed 6 hours ago","7,100",6,8,Freehold,https://www.mudah.my/melawati-freehold-bungalow-twin-villa-4-storey-at-contours-melawati-111280543.htm,Timeout
"RM 5,000,000","Damansara Heights, Kuala Lumpur","Bungalow House For Sale, listed 6 hours ago","11,746",5,5,Freehold,https://www.mudah.my/damansara-heights-nice-view-bungalow-house-for-sell-110427790.htm,Timeout
"RM 518,000","Kepong, Kuala Lumpur","1-storey Terraced House For Sale, listed 6 hours ago","1,470",3,2,Leasehold,https://www.mudah.my/sri-segambut-single-storey-house-facing-empty-for-sell-109165803.htm,Timeout
"RM 690,000","Ampang, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 6 hours ago","1,495",5,4,Leasehold,https://www.mudah.my/huge-2-5-storey-terrace-gated-guarded-area-ukay-perdana-ampang-107500871.htm,Security
"RM 1,250,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 6 hours ago","1,760",5,5,Leasehold,https://www.mudah.my/5r5b-home-in-gated-guarded-community-alam-damai-last-phase-111229236.htm,"Parking, Security, Playground"
"RM 5,800,000","Bangsar, Kuala Lumpur","Semi-Detached House For Sale, listed 6 hours ago","4,833",8,5,Freehold,https://www.mudah.my/spacious-semi-d-house-in-prime-location-in-bangsar-111233535.htm,"Parking, Security, Playground, Barbeque area"
"RM 1,600,000","Setapak, Kuala Lumpur","Terraced House For Sale, listed 6 hours ago","2,800",3,2,Freehold,https://www.mudah.my/terraced-end-lot-111226182.htm,"Parking, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track"
"RM 1,340,000","Gombak, Kuala Lumpur","Semi-Detached House For Sale, listed 6 hours ago","3,500",6,6,Freehold,https://www.mudah.my/extra-20ft-land-30x75-3storey-semi-d-freehold-kl-city-view-111026281.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 1,340,000","Wangsa Maju, Kuala Lumpur","Bungalow House For Sale, listed 6 hours ago","4,990",7,7,Freehold,https://www.mudah.my/wangsa-maju-bungalow-0-downpayment-near-mrr2-duke-111124191.htm,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court"
"RM 460,000","Keramat, Kuala Lumpur","2-storey Terraced House For Sale, listed 6 hours ago","1,760",5,3,Leasehold,https://www.mudah.my/facing-open-extended-double-storey-house-au-1-keramat-kl-111279675.htm,"Parking, Playground, Minimart"
"RM 1,300,000","Kepong, Kuala Lumpur","2-storey Terraced House For Sale, listed 6 hours ago","2,420",4,3,Leasehold,https://www.mudah.my/fadasons-villa-kepong-gated-guarded-move-in-condition-2-house-for-sell-108937262.htm,Security
"RM 850,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 7 hours ago","1,760",4,3,Freehold,https://www.mudah.my/taman-melawati-2-sty-house-jalan-a-22x80-freehold-111279640.htm,Timeout
"RM 750,000","Setapak, Kuala Lumpur","Townhouse For Sale, listed 1 week ago","1,700",5,2,Leasehold,https://www.mudah.my/corner-unit-ground-floor-townhouse-taman-setapak-indah-kl-111132630.htm,Timeout
"RM 1,300,000","Kepong, Kuala Lumpur","Terraced House For Sale, listed 1 day ago","3,207",4,3,Leasehold,https://www.mudah.my/taman-ehsan-kepong-corner-lot-newly-renovated-fully-extended-k-l-111271771.htm,"Parking, Jogging Track"
"RM 419,000","Setapak, Kuala Lumpur","Townhouse For Sale, listed 2 weeks ago","1,300",3,2,Freehold,https://www.mudah.my/booking-1k-ground-floor-facing-open-taman-melati-townhouse-setapak-111040402.htm,Timeout
"RM 900,000","Keramat, Kuala Lumpur","Bungalow House For Sale, listed 7 hours ago","2,500",5,3,Leasehold,https://www.mudah.my/single-storey-bungalow-jalan-enggang-utara-taman-keramat-111279626.htm,Timeout
"RM 760,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 7 hours ago","3,150",4,3,Freehold,https://www.mudah.my/desa-cheras-double-storey-corner-lot-111279549.htm,"Parking, Security"
"RM 750,000","Setapak, Kuala Lumpur","1-storey Terraced House For Sale, listed 7 hours ago","2,400",4,3,Freehold,https://www.mudah.my/setapak-air-panas-1-sty-house-30x80-end-lot-house-111279558.htm,Timeout
"RM 840,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 7 hours ago","1,760",4,3,Freehold,https://www.mudah.my/taman-melawati-jalan-b-22x80-well-maintain-actual-photos-f-h-111279743.htm,Timeout
"RM 575,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 7 hours ago","3,326",3,2,Leasehold,https://www.mudah.my/corner-lot-next-to-mrt-single-sty-taman-sri-raya-batu-9-cheras-109645201.htm,Timeout
"RM 560,000","Setapak, Kuala Lumpur","1-storey Terraced House For Sale, listed 7 hours ago","1,600",3,2,Freehold,https://www.mudah.my/taman-setapak-1-sty-house-freehold-actual-photos-bare-unit-111279311.htm,Timeout
"RM 650,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 7 hours ago","1,080",4,3,Freehold,https://www.mudah.my/taman-melati-double-storey-freehold-walking-distance-to-melati-l-111279247.htm,Timeout
"RM 1,750,000","Bukit Jalil, Kuala Lumpur","3-storey Terraced House For Sale, listed 7 hours ago","3,537",6,5,Freehold,https://www.mudah.my/the-andes-3-storey-villa-endlot-for-sell-110771234.htm,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track"
"RM 365,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 7 hours ago","1,001",2,2,Leasehold,https://www.mudah.my/single-storey-bandar-tun-razak-cheras-kuala-lumpur-111278957.htm,Timeout
"RM 650,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 7 hours ago","1,080",4,3,Freehold,https://www.mudah.my/taman-melati-setapak-freehold-walking-distance-to-melati-lrt-station-111279110.htm,Timeout
"RM 780,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 7 hours ago","2,000",4,3,Leasehold,https://www.mudah.my/big-size-dekat-surau-damai-rasa-alam-damai-cheras-double-storey-110342396.htm,"Parking, Security, Barbeque area, Minimart"
"RM 990,000","Cheras, Kuala Lumpur","2-storey Terraced House For Sale, listed 7 hours ago","2,950",4,3,Leasehold,https://www.mudah.my/corner-dekat-masjid-alam-damai-damai-bakti-cheras-2-storey-terrace-108157779.htm,"Parking, Security, Playground, Minimart"
"RM 675,000","Taman Melawati, Kuala Lumpur","2-storey Terraced House For Sale, listed 7 hours ago","1,600",4,2,Freehold,https://www.mudah.my/facing-open-boleh-nego-double-storey-jalan-f12-taman-melawati-kl-111148185.htm,Timeout
"RM 668,000","Kepong, Kuala Lumpur","2.5-storey Terraced House For Sale, listed 7 hours ago","1,350",3,3,Freehold,https://www.mudah.my/kepong-sri-sinar-2-5-storey-freehold-landed-house-near-kfc-for-sell-110163580.htm,Timeout
"RM 870,000","Kepong, Kuala Lumpur","2-storey Terraced House For Sale, listed 8 hours ago","1,430",4,2,Freehold,https://www.mudah.my/kepong-2-storey-house-taman-kepong-22x65-sf-110266822.htm,"Parking, Security, Playground"
"RM 2,000,000","Taman Melawati, Kuala Lumpur","Semi-Detached House For Sale, listed 8 hours ago","5,000",7,4,Freehold,https://www.mudah.my/facing-open-renovated-4-storey-semi-d-taman-melawati-kuala-lumpur-111278940.htm,"Parking, Security, Playground"
"RM 900,000","Keramat, Kuala Lumpur","Bungalow House For Sale, listed 8 hours ago","4,288",5,3,Leasehold,https://www.mudah.my/best-price-strategic-bungalow-house-jalan-enggang-utara-taman-keramat-111044651.htm,"Parking, Playground, Minimart"
"RM 910,000","Keramat, Kuala Lumpur","Terraced House For Sale, listed 8 hours ago","1,800",3,3,Leasehold,https://www.mudah.my/end-lot-facing-open-double-storey-terrace-au2-keramat-kuala-lumpur-111278914.htm,"Parking, Playground, Jogging Track"
"RM 600,000","Setapak, Kuala Lumpur","1-storey Terraced House For Sale, listed 8 hours ago","1,496",8,2,Freehold,https://www.mudah.my/setapak-tbr-single-storey-terrace-freehold-800m-to-tar-college-8-rooms-111278837.htm,Timeout
"RM 215,000","Setapak, Kuala Lumpur","2-storey Terraced House For Sale, listed 8 hours ago",800,2,1,Leasehold,https://www.mudah.my/dekat-surau-strategic-double-storey-house-setapak-jaya-kl-110451066.htm,"Parking, Playground, Minimart"
"RM 430,000","Cheras, Kuala Lumpur","1-storey Terraced House For Sale, listed 8 hours ago","1,200",3,1,Leasehold,https://www.mudah.my/view-to-offer-renovated-single-storey-batu-11-cheras-for-sale-109522089.htm,"Playground, Minimart"
"RM 380,000","Sentul, Kuala Lumpur","3-storey Terraced House For Sale, listed 8 hours ago",600,3,2,Leasehold,https://www.mudah.my/termurah-3-storey-terrace-taman-dato-senu-sentul-kuala-lumpur-110023125.htm,Timeout
"RM 1,150,000","Jalan Kuching, Kuala Lumpur","3-storey Terraced House For Sale, listed 8 hours ago","2,900",5,4,Leasehold,https://www.mudah.my/3-storey-superlink-taman-residensi-sri-utara-kipark-jalan-kuching-111278471.htm,"Security, Playground"
